epoch;accuracy;loss;val_accuracy;val_loss
0;0.18469111621379852;20.72345542907715;0.17302705347537994;3.4382054805755615
1;0.162775918841362;6.008694171905518;0.12226750701665878;3.4581985473632812
2;0.15864697098731995;4.2999138832092285;0.11152278631925583;3.4699692726135254
3;0.15420041978359222;3.8659911155700684;0.11411634087562561;3.456434965133667
4;0.1488010138273239;3.6712491512298584;0.11930344253778458;3.452840566635132
5;0.159917414188385;3.5976016521453857;0.1537606567144394;3.4014344215393066
6;0.17405113577842712;3.5329506397247314;0.16413486003875732;3.3870606422424316
7;0.18230903148651123;3.476914882659912;0.1878473460674286;3.338144540786743
8;0.18691439926624298;3.4361703395843506;0.17413857579231262;3.3490450382232666
9;0.19485469162464142;3.4260122776031494;0.19451649487018585;3.3003528118133545
10;0.19755439460277557;3.3775482177734375;0.20007410645484924;3.285292625427246
11;0.20025408267974854;3.35801362991333;0.20266765356063843;3.2693803310394287
12;0.20025408267974854;3.331634759902954;0.2152649164199829;3.2395904064178467
13;0.2112116813659668;3.2958121299743652;0.26009634137153625;3.1639275550842285
14;0.23265047371387482;3.280057668685913;0.28714337944984436;3.0912585258483887
15;0.2572653591632843;3.2338130474090576;0.33975547552108765;2.967005729675293
16;0.27743369340896606;3.1786344051361084;0.3052982687950134;3.0353617668151855
17;0.2799745798110962;3.1577236652374268;0.359392374753952;2.9092485904693604
18;0.2893441319465637;3.124697208404541;0.32567617297172546;2.955416679382324
19;0.2848975658416748;3.0926077365875244;0.3249351680278778;2.9416604042053223
20;0.30157217383384705;3.0586068630218506;0.3230826258659363;2.9431984424591064
21;0.30840083956718445;3.005645275115967;0.3404964804649353;2.8854732513427734
22;0.307130366563797;3.010348320007324;0.3430900275707245;2.858065605163574
23;0.3174527585506439;2.970700979232788;0.35716933012008667;2.8322396278381348
24;0.3106240928173065;2.9550607204437256;0.35568729043006897;2.809251070022583
25;0.31904080510139465;2.9287023544311523;0.35531678795814514;2.7897889614105225
26;0.31078290939331055;2.9270477294921875;0.3560577929019928;2.776154041290283
27;0.313006192445755;2.8971686363220215;0.359392374753952;2.735093832015991
28;0.3271399140357971;2.8391411304473877;0.3564282953739166;2.73148250579834
29;0.32825154066085815;2.8332269191741943;0.3756946921348572;2.7250523567199707
30;0.34333810210227966;2.7726192474365234;0.37273064255714417;2.698490619659424
31;0.33508020639419556;2.756775379180908;0.36383846402168274;2.6770386695861816
32;0.34429094195365906;2.714435577392578;0.3734716475009918;2.6360840797424316
33;0.34222644567489624;2.7048516273498535;0.37384214997291565;2.638871669769287
34;0.3546133041381836;2.6604559421539307;0.35679882764816284;2.6369504928588867
35;0.3638240396976471;2.6272125244140625;0.38680991530418396;2.5937068462371826
36;0.36604732275009155;2.579440116882324;0.3749536871910095;2.5597305297851562
37;0.3706527054309845;2.567756414413452;0.37384214997291565;2.559061050415039
38;0.3666825592517853;2.5412585735321045;0.3942200839519501;2.5119781494140625
39;0.37668731808662415;2.5120553970336914;0.390514999628067;2.4833598136901855
40;0.3784341812133789;2.4981510639190674;0.4034827649593353;2.4675042629241943
41;0.3952675759792328;2.431617259979248;0.4145979881286621;2.4509646892547607
42;0.37954580783843994;2.4216487407684326;0.4149685204029083;2.4021871089935303
43;0.39018580317497253;2.3820650577545166;0.4227491617202759;2.3850600719451904
44;0.4103541374206543;2.33835768699646;0.4201556146144867;2.351489543914795
45;0.4171827733516693;2.311988115310669;0.4412745535373688;2.3200669288635254
46;0.4152771234512329;2.2799456119537354;0.4201556146144867;2.3348660469055176
47;0.41924726963043213;2.2488811016082764;0.44905519485473633;2.2647488117218018
48;0.44513261318206787;2.2072277069091797;0.45238977670669556;2.2546725273132324
49;0.4457678198814392;2.1806118488311768;0.4683215916156769;2.2070579528808594
