epoch;accuracy;loss;val_accuracy;val_loss
0;0.35445448756217957;7.796314716339111;0.4120044410228729;4.100491046905518
1;0.4626012444496155;2.9399032592773438;0.46387550234794617;2.7929933071136475
2;0.5208829641342163;2.0052216053009033;0.4798073470592499;2.3384883403778076
3;0.5937747955322266;1.4989776611328125;0.48944053053855896;2.251725912094116
4;0.6410989165306091;1.2470903396606445;0.509818434715271;2.115006446838379
5;0.6892170906066895;1.022508978843689;0.5339014530181885;2.103416919708252
6;0.7279657125473022;0.8586946725845337;0.4898110330104828;2.1850967407226562
7;0.7595680356025696;0.7177514433860779;0.538718044757843;1.9469118118286133
8;0.7992694973945618;0.6097091436386108;0.5557613968849182;2.011066436767578
9;0.8203906416893005;0.5379680395126343;0.5450166463851929;2.065542459487915
10;0.8391297459602356;0.4717613458633423;0.5539088845252991;2.0270276069641113
11;0.8505637645721436;0.4420141279697418;0.5709521770477295;2.0274980068206787
12;0.8851833939552307;0.35491320490837097;0.5572434067726135;2.0260884761810303
13;0.8872479200363159;0.32824066281318665;0.5724342465400696;2.00604248046875
14;0.9096395373344421;0.2752031981945038;0.5613189935684204;2.135699510574341
15;0.9159917235374451;0.2528546154499054;0.5828084349632263;2.09637713432312
16;0.9185326099395752;0.235157772898674;0.5850315093994141;2.0717103481292725
17;0.9140860438346863;0.25619760155677795;0.5383475422859192;2.3784842491149902
18;0.9178974032402039;0.24201883375644684;0.587254524230957;2.0768840312957764
19;0.9164681434631348;0.25402891635894775;0.5883660912513733;2.1960415840148926
20;0.9539463520050049;0.15209421515464783;0.5750277638435364;2.170759916305542
21;0.9461648464202881;0.1658819168806076;0.5983697772026062;2.0753188133239746
22;0.9574400782585144;0.1363760083913803;0.5983697772026062;2.138331890106201
23;0.9547403454780579;0.14247016608715057;0.583549439907074;2.226726770401001
24;0.9604573845863342;0.125527486205101;0.5879955291748047;2.2289958000183105
25;0.9466412663459778;0.1596204936504364;0.5887365937232971;2.2126245498657227
26;0.9398126006126404;0.17667388916015625;0.5850315093994141;2.182253837585449
27;0.9626806378364563;0.11686696857213974;0.6176361441612244;2.1701107025146484
28;0.9525170922279358;0.14897221326828003;0.5791033506393433;2.3463644981384277
29;0.9550579786300659;0.13666126132011414;0.5828084349632263;2.3920133113861084
30;0.9288550019264221;0.20649699866771698;0.6098554730415344;2.206598997116089
31;0.9536287188529968;0.13782769441604614;0.589107096195221;2.4604811668395996
32;0.9712561368942261;0.0874725952744484;0.6094849705696106;2.3022453784942627
33;0.9772907495498657;0.07839139550924301;0.6272693872451782;2.180755853652954
34;0.9917420744895935;0.033041954040527344;0.629862904548645;2.1506619453430176
35;0.99444180727005;0.023907415568828583;0.6317154765129089;2.248136281967163
36;0.99444180727005;0.021920274943113327;0.6157836318016052;2.3727221488952637
37;0.9393361806869507;0.20553193986415863;0.5657650828361511;2.770625114440918
38;0.9061458110809326;0.2875499725341797;0.5839199423789978;2.5438120365142822
39;0.9421947002410889;0.16788926720619202;0.6117080450057983;2.467627763748169
40;0.958392858505249;0.11685144156217575;0.6087439656257629;2.4287588596343994
41;0.9707797169685364;0.0830596312880516;0.6198592185974121;2.2827677726745605
42;0.9968239068984985;0.018287548795342445;0.6220822334289551;2.2914395332336426
43;0.9982531070709229;0.011062238365411758;0.637643575668335;2.1777610778808594
44;0.9982531070709229;0.010026546195149422;0.6235643029212952;2.3058409690856934
45;0.9498173594474792;0.17549103498458862;0.53501296043396;3.2494149208068848
46;0.8756550550460815;0.4312746524810791;0.5942941904067993;2.5795164108276367
47;0.9582340717315674;0.125383660197258;0.5991107821464539;2.5841236114501953
48;0.9880895614624023;0.04390022158622742;0.6280103921890259;2.3137893676757812
49;0.9947593808174133;0.021633168682456017;0.641348659992218;2.3467161655426025
